file_name;gender;genre;novel;threshold_1815;nationality;epistolary
Kingsley_Charles_Alton-Locke_1850;male;industrial;novel;after_1815;English;non_epistolary
Kingsley_Charles_Westward-Ho_1855;male;historical;novel;after_1815;English;non_epistolary
Kipling_Rudyard_Captains-Courageous_1897;male;children_juvenile;novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-Whale-Got-His-Throat_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-Camel-Got-His-Hump_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-Rhinoceros-Got-His-Skin_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-Leopard-Got-His-Spots_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Elephants-Child_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Sing-Song-of-the-Old-Man-Kangaroo_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Beginning-of-the-Armadillos_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-First-Letter-was-Written_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_How-the-Alphabet-was-Made_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Crab-that-Played-with-the-Sea_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Cat-that-Walked-by-Himself_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Butterfly-that-Stamped_1902;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_At-the-End-of-the-Passage_1890;male;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Kim_1901;male;NA;novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-House-of-Suddhoo_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Gate-of-a-Hundred-Sorrows_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Conversion-of-Aurelian-McGoggin_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Bronchhorst-Divorce-Case_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Broken-Link-Handicapped_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Bisara-of-Pooree_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Arrest-of-the-Lieutenant-Golightly_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Lispeth_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Miss-Youghals-Sais_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_On-the-Strength-of-a-Likeness_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Pig_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Kidnapped_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_In-the-Pride-of-His-Youth_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_In-Error_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_A-Bank-Fraud_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_A-Germ-Destroyer_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Beyond-the-Pale_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_By-Word-of-Mouth_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Consequences_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Cupids-Arrows_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_False-Dawn_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_His-Chance-in-Life_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_His-Wedded-Wife_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Story-of-Muhammad-Din_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Tods-Amendment_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Three-and-An-Extra_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_To-Be-Held-For-Reference_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Wressley-of-the-Foreign-Office_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Venus-Annodomini_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Rout-of-the-White-Hussars_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Other-Man_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Watches-of-the-Night_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Rescue-of-Pluffles_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Yoked-with-an-Unbeliever_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_Throw-Away_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Jungle-Book_1894;male;children_juvenile;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Man-Who-Would-Be-King_1888;male;NA;non_novel;after_1815;English;non_epistolary
Kipling_Rudyard_The-Mark-of-the-Beast_1890;male;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Lamb_Caroline_Glenarvon_1816;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Lamb_Charles_Hamlet_1807;male;children_juvenile;non_novel;before_1815;English;non_epistolary
Lamb_Charles_Romeo-and-Juliet_1807;male;children_juvenile;non_novel;before_1815;English;non_epistolary
Lamb_Mary_As-You-Like-It_1807;female;children_juvenile;non_novel;before_1815;English;non_epistolary
Lamb_Mary_The-Tempest_1807;female;children_juvenile;non_novel;before_1815;English;non_epistolary
Lawless_Emily_Grania_1892;female;NA;novel;after_1815;non_English;non_epistolary
Lawrence_D-H_Odour-of-Chrysanthemums_1911;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_Sons-and-Lovers_1913;male;NA;novel;after_1815;English;non_epistolary
Lawrence_D-H_A-Fragment-of-Stained-Glass_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_Daughters-of-the-Vicar_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_Goose-Fair_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-Christening_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-Prussian-Officer_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-Shades-of-Spring_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-Thorn-in-the-Flesh_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-White-Stocking_1914;male;NA;non_novel;after_1815;English;non_epistolary
Lawrence_D-H_The-Trespasser_1912;male;NA;novel;after_1815;English;non_epistolary
Lawrence_D-H_The-White-Peacock_1911;male;NA;novel;after_1815;English;non_epistolary
Lee_Vernon_Hauntings_1890;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Lee_Vernon_Prince-Alberic-and-the-Snake-Lady_1895;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
LeFanu_Joseph-Sheridan_Green-Tea_1872;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_Mr-Justice-Harbottle_1872;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_The-Familiar_1872;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_The-Room-in-the-Dragon-Volant_1872;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_Uncle-Silas_1864;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_Carmilla_1872;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_The-Murdered-Cousin_1851;male;detective;non_novel;after_1815;non_English;non_epistolary
LeFanu_Joseph-Sheridan_The-House-by-the-Church-Yard_1863;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Lennox_Charlotte_Harriot-Stuart_1751;female;picaresque_satire;novel;before_1815;non_English;non_epistolary
Lennox_Charlotte_The-Female_Quixote_1752;female;picaresque_satire;novel;before_1815;non_English;non_epistolary
Lever_Charles_Confessions-of-Harry-Lorrequer_1837;male;life_writing;novel;after_1815;non_English;non_epistolary
Lewis_Matthew-Gregory_The-Bravo-of-Venice_1804;male;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Lewis_Matthew-Gregory_The-Monk_1796;male;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
MacDonald_George_Adela-Cathcart_1864;male;NA;novel;after_1815;non_English;non_epistolary
MacDonald_George_Alec-Forbes-of-Howglen_1865;male;NA;novel;after_1815;non_English;non_epistolary
MacDonald_George_David-Elginbrod_1863;male;NA;novel;after_1815;non_English;non_epistolary
MacDonald_George_Lilith_1895;male;fantasy;novel;after_1815;non_English;non_epistolary
MacDonald_George_Phantastes_1858;male;fantasy;novel;after_1815;non_English;non_epistolary
MacDonald_George_Robert-Falconer_1868;male;NA;novel;after_1815;non_English;non_epistolary
MacDonald_George_Sir-Gibbie_1879;male;social;novel;after_1815;non_English;non_epistolary
MacDonald_George_The-Princess-and-the-Goblin_1872;male;children_juvenile;novel;after_1815;non_English;non_epistolary
Mackenzie_Compton_Sinister-Street_1913;male;bildungsroman;novel;after_1815;non_English;non_epistolary
Mackenzie_Henry_The-Man-of-Feeling_1771;male;sentimental;novel;before_1815;non_English;non_epistolary
Maclaren_Ian_A-Doctor-of-the-Old-School_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_A-Highland-Mystic_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_A-Wise-Woman_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_Domsie_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_His-Mothers-Sermon_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_The-Cunning-Speech-of-Drumtochty_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_The-Transformation-of-Lachlan-Campbell_1894;male;domestic;non_novel;after_1815;non_English;non_epistolary
Maclaren_Ian_The-Days-of-Auld-Lang-Syne_1895;male;domestic;novel;after_1815;non_English;non_epistolary
Marryat_Frederick_The-Kings-Own_1830;male;NA;novel;after_1815;English;non_epistolary
Martineau_Harriet_Deerbrook_1839;female;domestic;novel;after_1815;English;non_epistolary
Maturin_Charles-Robert_Melmoth-the-Wanderer_1820;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Maurier_George-du_Trilby_1894;male;sensational_gothic_mystery;novel;after_1815;NA;non_epistolary
Meredith_George_Diana-of-the-Crossways_1884;male;domestic;novel;after_1815;English;non_epistolary
Meredith_George_The-Egoist_1879;male;NA;novel;after_1815;English;non_epistolary
Mitford_Mary-Russell_Our-Village_1824;female;domestic;non_novel;after_1815;English;non_epistolary
Moore_George_A-Drama-in-Muslin_1886;male;NA;novel;after_1815;non_English;non_epistolary
Moore_George_A-Mummers-Wife_1885;male;NA;novel;after_1815;non_English;non_epistolary
Moore_George_Confessions-of-a-Young-Man_1888;male;life_writing;novel;after_1815;non_English;non_epistolary
Moore_George_Esther-Waters_1894;male;NA;novel;after_1815;non_English;non_epistolary
Moore_George_The-Lake_1905;male;NA;novel;after_1815;non_English;non_epistolary
Moore_George_The-Untilled-Field_1903;male;NA;novel;after_1815;non_English;non_epistolary
More_Hannah_Coelebs_1814;female;domestic;novel;before_1815;English;non_epistolary
Morier_James_Hajji-Baba_1824;male;NA;novel;after_1815;English;non_epistolary
Morris_William_New-from-Nowhere_1890;male;social;novel;after_1815;English;non_epistolary
Morrison_Arthur_Tales-of-Mean-Street_1894;male;detective;non_novel;after_1815;English;non_epistolary
Morrison_Arthur_A-Child-of-the-Jago_1896;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Mulholland_Rosa_The-Late-Miss-Hollingford_1886;female;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Munro_Neil_The-New-Road_1914;male;historical;novel;after_1815;non_English;non_epistolary
Nesbit_Edith_The-Railway-Children_1906;female;children_juvenile;novel;after_1815;English;non_epistolary
Nesbit_Edith_The-Story-of-the-Amulet_1906;female;children_juvenile;novel;after_1815;English;non_epistolary
Nesbit_Edith_The-Story-of-the-Treasure-Seekers_1899;female;children_juvenile;novel;after_1815;English;non_epistolary
Nesbit_Edith_The-Wouldbegoods_1901;female;children_juvenile;novel;after_1815;English;non_epistolary
Newman_John-Henry_Loss-and-Gain_1848;male;philosophical;novel;after_1815;English;non_epistolary
OGrady_Standish_Early-Bardic-Literature_1879;male;NA;novel;after_1815;non_English;non_epistolary
OGrady_Standish_The-Coming-of-Cuculain_1894;male;NA;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_A-Beleaguered-City_1900;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_A-Son-of-Soil_1865;female;NA;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Hester_1883;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Kristeen_1890;female;NA;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Margaret-Maitland_1849;female;NA;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Miss-Marjoribanks_1866;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Phoebe-Junior_1876;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_The-Perpetual-Curate_1864;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Doctors-Family_1863;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_The-Rector_1863;female;domestic;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_Salem-Chapel_1863;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Oliphant_Margaret_The-Library-Window_1896;female;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Opie_Amelia_Adeline-Mowbray_1804;female;domestic;novel;before_1815;English;non_epistolary
Opie_Amelia_Father-and-Daughter_1801;female;domestic;novel;before_1815;English;non_epistolary
Peacock_Thomas-Love_Crotchet-Castle_1831;male;picaresque_satire;novel;after_1815;English;non_epistolary
Peacock_Thomas-Love_Headlong-Hall_1816;male;picaresque_satire;non_novel;after_1815;English;non_epistolary
Peacock_Thomas-Love_Nightmare-Abbey_1818;male;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Pirkis_Catherine-Louisa_The-Experiences-of-Loveday-Brooke_1893;female;detective;non_novel;after_1815;English;non_epistolary
Polidori_John_The-Vampyre_1819;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Porter_Jane_Thaddeus-of-Warsaw_1803;female;historical;novel;before_1815;non_English;non_epistolary
Porter_Jane_The-Scottish-Chiefs_1810;female;historical;novel;before_1815;non_English;non_epistolary
Potter_Beatrix_Peter-Rabbit_1901;female;children_juvenile;non_novel;after_1815;English;non_epistolary
Quincey_Thomas_Confessions-of-an-English-Opium-Eater_1821;male;life_writing;novel;after_1815;English;non_epistolary
Quincey_Thomas_Klosterheim_1832;male;NA;novel;after_1815;English;non_epistolary
Radcliffe_Ann_A-Sicilian-Romance_1790;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Radcliffe_Ann_Udolpho_1794;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Radcliffe_Ann_The-Italian_1797;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Radcliffe_Ann_The-Romance-of-the-Forest_1791;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Reade_Charles_Hard-Cash_1863;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Reade_Charles_It-Is-Never-Too-Late-to-Mend_1856;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Reade_Charles_The-Cloister-and-the-Hearth_1861;male;historical;novel;after_1815;English;non_epistolary
Reynolds_The-Mysteries-of-London_1844;male;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Richardson_Samuel_Clarissa_1748;male;sentimental;novel;before_1815;English;epistolary
Richardson_Samuel_Pamela_1740;male;sentimental;novel;before_1815;English;epistolary
Richardson_Samuel_Sir-Charles-Grandison_1753;male;sentimental;novel;before_1815;English;epistolary
Riddell_Charlotte_Nut-Bush-Farm_1882;female;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Riddell_Charlotte_The-Open-Door_1882;female;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Russell_William_Recollections-of-a-Detective-Police-Officer_1856;male;life_writing;novel;after_1815;NA;non_epistolary
Rymer_James-Malcolm_Varney-the-Vampire_1845;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Scott_Sarah_Millenium-Hall_1762;female;NA;novel;before_1815;English;non_epistolary
Scott_Walter_Anne-of-Geierstein_1829;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Chrystal-Croftangrys-Narrative_1827;male;NA;non_novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Highland-Widow_1827;male;historical;non_novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Two-Drovers_1827;male;historical;non_novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Surgeons-Daughter_1827;male;historical;non_novel;after_1815;non_English;non_epistolary
Scott_Walter_Guy-Mannering_1815;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Ivanhoe_1820;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Kenilworth_1821;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Montrose_1819;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Old-Mortality_1816;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Quentin-Durward_1823;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Redgauntlet_1824;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_Rob-Roy_1817;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_St-Ronans-Well_1824;male;NA;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Abbot_1820;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Antiquary_1816;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Betrothed_1825;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Black-Dwarf_1816;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Bride-of-Lammermoor_1819;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Fair-Maid-of-Perth_1828;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Fortunes-of-Nigel_1822;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Heart-of-Midlothian_1818;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Monastery_1820;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Peveril-of-the-Peak_1822;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Pirate_1822;male;historical;novel;after_1815;non_English;non_epistolary
Scott_Walter_The-Talisman_1825;male;picaresque_satire;novel;after_1815;non_English;non_epistolary
Scott_Walter_Waverley_1814;male;historical;novel;before_1815;non_English;non_epistolary
Scott_Walter_Woodstock_1826;male;historical;novel;after_1815;non_English;non_epistolary
Sewell_Anna_Black-Beauty_1877;female;children_juvenile;novel;after_1815;English;non_epistolary
Sheehan_Patrick-Augustine_My-New-Curate_1900;male;NA;novel;after_1815;non_English;non_epistolary
Shelley_Mary_Frankenstein_1818;female;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Shelley_Mary_Lodore_1835;female;domestic;novel;after_1815;English;non_epistolary
Shelley_Mary_Mathilda_1820;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Shelley_Mary_Perkin-Warbeck_1830;female;historical;novel;after_1815;English;non_epistolary
Shelley_Mary_The-Last-Man_1826;female;science_fiction;novel;after_1815;English;non_epistolary
Shelley_Mary_The-Mortal-Immortal_1834;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Shelley_Mary_Valperga_1823;female;historical;novel;after_1815;English;non_epistolary
Sheridan_Frances_Miss-Sidney-Bidulph_1761;female;sentimental;novel;before_1815;non_English;epistolary
Sheridan_Frances_The-History-of-Nourjahad_1767;female;NA;novel;before_1815;non_English;non_epistolary
Sims_George_Rogues-and-Vagabonds_1892;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Smith_Charlotte_Emmeline_1788;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Smith_Charlotte_The-Old-Manor-House_1793;female;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Smollett_Tobias_Peregrine-Pickle_1751;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Smollett_Tobias_Roderick-Random_1748;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Smollett_Tobias_Humphry-Clinker_1771;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Smollett_Tobias_Ferdinand-Count-Fathom_1753;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Smollett_Tobias_Launcelot-Greaves_1760;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Somerville-Ross_Edith-Martin_An-Irish-Cousin_1889;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Somerville-Ross_Edith-Martin_Some-Experiences-of-an-Irish-R-M_1899;female;NA;novel;after_1815;non_English;non_epistolary
Somerville-Ross_Edith-Martin_The-Real-Charlotte_1894;female;social;novel;after_1815;non_English;non_epistolary
Stephens_James_The-Charwomans-Daughter_1912;male;social;novel;after_1815;non_English;non_epistolary
Stephens_James_The-Crock-of-Gold_1912;male;comic;novel;after_1815;non_English;non_epistolary
Sterne_Laurence_A-Sentimental-Journey_1768;male;sentimental;novel;before_1815;non_English;non_epistolary
Sterne_Laurence_Tristram-Shandy_1759;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Stevenson_Robert-Louis_Dr-Jekyll-and-Mr-Hyde_1886;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_Kidnapped_1886;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Body-Snatcher_1884;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Master-of-Ballantrae_1889;male;NA;novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_Treasure-Island_1883;male;adventure;novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Beach-of-Falesa_1892;male;NA;non_novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Bottle-Imp_1892;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Isle-of-Voices_1892;male;sensational_gothic_mystery;non_novel;after_1815;non_English;non_epistolary
Stevenson-Grift_Robert-Louis-Fanny-van-de_The-Dynamiter_1885;male;NA;non_novel;after_1815;non_English;non_epistolary
Stevenson-Osbourne_Robert-Louis-Lloyde_The-Ebb-Tide_1894;male;adventure;novel;after_1815;non_English;non_epistolary
Stevenson_Robert-Louis_The-Silverado-Squatters_1884;male;NA;novel;after_1815;non_English;non_epistolary
Stoker_Bram-Dracula_1897;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Stretton_Hesba_Jessicas-First-Prayer_1867;female;children_juvenile;non_novel;after_1815;English;non_epistolary
Swift_Jonathan_A-Modest-Proposal_1729;male;picaresque_satire;non_novel;before_1815;non_English;non_epistolary
Swift_Jonathan_A-Tale-of-Tub_1704;male;picaresque_satire;non_novel;before_1815;non_English;non_epistolary
Swift_Jonathan_Gullivers-Travels_1726;male;picaresque_satire;novel;before_1815;non_English;non_epistolary
Swift_Jonathan_Battle-of-the-Books_1704;male;picaresque_satire;non_novel;before_1815;non_English;non_epistolary
Tackerey_William-Makepeace_Pendennis_1848;male;picaresque_satire;novel;after_1815;English;non_epistolary
Tackerey_William-Makepeace_Vanity-Fair_1847;male;picaresque_satire;novel;after_1815;English;non_epistolary
Tressell_Robert_The-Ragged-Trousered-Philanthropists_1914;male;life_writing;novel;after_1815;non_English;non_epistolary
Trollope_Anthony_Can-You-Forgive-Her_1864;male;NA;novel;after_1815;English;non_epistolary
Trollope_Anthony_Framley-Parsonage_1860;male;NA;novel;after_1815;English;non_epistolary
Trollope_Anthony_The-Eustace-Diamonds_1871;male;NA;novel;after_1815;English;non_epistolary
Trollope_Anthony_Barchester-Towers_1857;male;NA;novel;after_1815;English;non_epistolary
Trollope_Anthony_The-Warden_1855;male;NA;novel;after_1815;English;non_epistolary
Trollope_Anthony_The-Way-We-Live-Now_1875;male;picaresque_satire;novel;after_1815;English;non_epistolary
Walpole_Horace_Otranto_1764;male;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Ward_Mary-Augusta_Robert-Elsmere_1888;female;NA;novel;after_1815;NA;non_epistolary
Wells_H-G_A-Modern-Utopia_1905;male;NA;novel;after_1815;English;non_epistolary
Wells_H-G_Ann-Veronica_1909;male;NA;novel;after_1815;English;non_epistolary
Wells_H-G_Kipps_1906;male;social;novel;after_1815;English;non_epistolary
Wells_H-G_Love-and-Mr-Lewisham_1910;male;NA;novel;after_1815;English;non_epistolary
Wells_H-G_The-Crystal-Egg_1899;male;science_fiction;non_novel;after_1815;English;non_epistolary
Wells_H-G_The-Star_1899;male;science_fiction;non_novel;after_1815;English;non_epistolary
Wells_H-G_A-Story-of-the-Stone-Age_1899;male;historical;non_novel;after_1815;English;non_epistolary
Wells_H-G_A-Story-of-the-Days-to-Come_1899;male;science_fiction;non_novel;after_1815;English;non_epistolary
Wells_H-G_The-Man-Who-Could-Work-Miracles_1899;male;fantasy;non_novel;after_1815;English;non_epistolary
Wells_H-G_The-First-Men-in-the-Moon_1901;male;science_fiction;novel;after_1815;English;non_epistolary
Wells_H-G_The-History-of-Mr-Polly_1910;male;comic;novel;after_1815;English;non_epistolary
Wells_H-G_The-Invisible-Man_1897;male;science_fiction;novel;after_1815;English;non_epistolary
Wells_H-G_The-New-Machiavelli_1911;male;NA;novel;after_1815;English;non_epistolary
Wells_H-G_The-World-Set-Free_1914;male;science_fiction;novel;after_1815;English;non_epistolary
Wells_H-G_Tono-Bungay_1909;male;NA;novel;after_1815;English;non_epistolary
Wells_H-G_The-Island-of-Dr-Moreau_1896;male;science_fiction;novel;after_1815;English;non_epistolary
Wells_H-G_The-Time-Machine_1895;male;science_fiction;non_novel;after_1815;English;non_epistolary
Wells_H-G_The-War-of-the-Worlds_1897;male;science_fiction;novel;after_1815;English;non_epistolary
Wells_H-G_The-War-in-the-Air_1908;male;science_fiction;novel;after_1815;English;non_epistolary
Wilde_Oscar_The-Picture-of-Dorian-Gray_1890;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
