file_name;gender;genre;novel;threshold_1815;nationality;epistolary
Doyle_Arthur-Conan_Sir-Nigel_1906;male;historical;novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Solitary-Cyclist_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-Black-Peter_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-Charles-Augustus-Milverton_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Abbey-Grange_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Beryl-Coronet_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Blue-Carbuncle_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Copper-Beeches_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Dancing-Men_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Empty-House_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Engineers-Thumb_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Golden-Prince-Nez_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Missing-Three-Quarter_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Noble-Bachelor_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Norwood-Builder_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Priory-School_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Second-Stain_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Six-Napoleons_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Speckled-Band_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Adventure-of-the-Three-Students_1905;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Boscombe-Valley-Mystery_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Five-Orange-Pips_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Hound-of-the-Baskervilles_1901;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Lost-World_1912;male;science_fiction;novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Man-with-the-Twisted-Lip_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Red-Headed-League_1891;male;detective;non_novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-Sign-of-the-Four_1890;male;detective;novel;after_1815;non_English;non_epistolary
Doyle_Arthur-Conan_The-White-Company_1891;male;historical;novel;after_1815;non_English;non_epistolary
Edgeworth_Maria_Belinda_1801;female;NA;novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Castle-Rackrent_1800;female;sentimental;novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Harrington_1817;female;NA;novel;after_1815;non_English;non_epistolary
Edgeworth_Maria_Helen_1834;female;NA;novel;after_1815;non_English;non_epistolary
Edgeworth_Maria_Lame-Jervas_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Murad-the-Unlucky_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Orlandino_1848;female;children_juvenile;non_novel;after_1815;non_English;non_epistolary
Edgeworth_Maria_Ormond_1817;female;NA;novel;after_1815;non_English;non_epistolary
Edgeworth_Maria_Out-of-the-Debt-Out-of-the-Danger_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Patronage_1814;female;NA;novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Rosanna_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_Tales-of-a-Fashionable-Life_1809;female;NA;novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Absentee_1812;female;NA;novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Contrast_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Grateful-Negro_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Limerick-Gloves_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Lottery_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Manufacturers_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Modern-Griselda_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_The-Will_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edgeworth_Maria_To-Morrow_1804;female;NA;non_novel;before_1815;non_English;non_epistolary
Edwards_Amelia_The-Phantom-Coach_1864;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Eliot_George_Adam-Bede_1859;female;historical;novel;after_1815;English;non_epistolary
Eliot_George_Daniel-Deronda_1876;female;picaresque_satire;novel;after_1815;English;non_epistolary
Eliot_George_Felix-Holt_1866;female;social;novel;after_1815;English;non_epistolary
Eliot_George_Janets-Repentance_1857;female;NA;non_novel;after_1815;English;non_epistolary
Eliot_George_Middlemarch_1871;female;social;novel;after_1815;English;non_epistolary
Eliot_George_Mr-Gilfils-Love-Story_1857;female;NA;non_novel;after_1815;English;non_epistolary
Eliot_George_Romola_1862;female;historical;novel;after_1815;English;non_epistolary
Eliot_George_Sad-Fortunes-of-Rev-Amos-Barton_1857;female;NA;non_novel;after_1815;English;non_epistolary
Eliot_George_Silas-Marner_1861;female;NA;novel;after_1815;English;non_epistolary
Eliot_George_The-Lifted-Veil_1859;female;NA;non_novel;after_1815;English;non_epistolary
Eliot_George_The-Mill-on-the-Floss_1860;female;domestic;novel;after_1815;English;non_epistolary
Equiano_Olaudah_Life-of-Equiano_1789;male;life_writing;novel;before_1815;non_English;non_epistolary
Fenwick_Eliza_Secresy_1795;female;NA;novel;before_1815;English;non_epistolary
Ferrier_Susan_Marriage_1818;female;NA;novel;after_1815;non_English;non_epistolary
Ferrier_Susan_The-Inheritance_1824;female;NA;novel;after_1815;non_English;non_epistolary
Fielding_Henry_Jonathan-Wilde_1742;male;picaresque_satire;novel;before_1815;English;non_epistolary
Fielding_Henry_Joseph-Andrews_1742;male;picaresque_satire;novel;before_1815;English;non_epistolary
Fielding_Henry_Shamela_1741;male;picaresque_satire;novel;before_1815;English;non_epistolary
Fielding_Henry_Tom-Jones_1749;male;picaresque_satire;novel;before_1815;English;non_epistolary
Fielding_Sarah_David-Simple_1744;female;sentimental;novel;before_1815;English;non_epistolary
Fielding_Sarah_The-Countess-of-Dellwyn_1759;female;sentimental;novel;before_1815;English;non_epistolary
Forster_E-M_A-Room-with-a-View_1908;male;NA;novel;after_1815;English;non_epistolary
Forster_E-M_Howards-End_1910;male;NA;novel;after_1815;English;non_epistolary
Forster_E-M_The-Longest-Journey_1907;male;NA;novel;after_1815;English;non_epistolary
Forster_E-M_Where-Angels-Fear-to-Tread_1905;male;NA;novel;after_1815;English;non_epistolary
Galbraith_Lettice__The-Case-of-Lady-Lukestan_1893;female;sensational_gothic_mystery;non_novel;after_1815;NA;non_epistolary
Galsworthy_John_The-Man-of-Property_1906;male;NA;novel;after_1815;English;non_epistolary
Galt_John_Annals-of-the-Parish_1821;male;historical;novel;after_1815;non_English;non_epistolary
Galt_John_Ringan-Gillhaize_1822;male;NA;novel;after_1815;non_English;non_epistolary
Galt_John_The-Entail_1822;male;NA;novel;after_1815;non_English;non_epistolary
Galt_John_The-Provost_1822;male;NA;novel;after_1815;non_English;non_epistolary
Gaskell_Elizabeth_Cousin-Phillis_1864;female;NA;novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_Cranford_1851;female;NA;novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_Mary-Barton_1848;female;industrial;novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_North-and-South_1854;female;industrial;novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_Ruth_1853;female;industrial;novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_The-Old-Nurses-Story_1852;female;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
Gaskell_Elizabeth_Wives-and-Daughters_1865;female;NA;novel;after_1815;English;non_epistolary
Georgiana_Duchess-of-Devonshire_Emma_1773;female;sentimental;novel;before_1815;English;non_epistolary
Gissing_George_Born-in-Exile_1890;male;NA;novel;after_1815;English;non_epistolary
Gissing_George_Demos_1886;male;NA;novel;after_1815;English;non_epistolary
Gissing_George_In-the-Year-of-Jubilee_1894;male;NA;novel;after_1815;English;non_epistolary
Gissing_George_New-Grub-Street_1891;male;NA;novel;after_1815;English;non_epistolary
Gissing_George_The-Nether-World_1889;male;social;novel;after_1815;English;non_epistolary
Gissing_George_The-Odd-Women_1893;male;NA;novel;after_1815;English;non_epistolary
Gissing_George_The-Unclassed_1884;male;NA;novel;after_1815;English;non_epistolary
Godwin_William_Caleb-Williams_1794;male;sensational_gothic_mystery;novel;before_1815;English;non_epistolary
Godwin_William_St-Leon_1799;male;historical;novel;before_1815;English;non_epistolary
Goldsmith_Oliver_The-Vicar-of-Wakefield_1766;male;sentimental;novel;before_1815;non_English;non_epistolary
Grahame_Kenneth_The-Wind-in-the-Willows_1908;male;children_juvenile;novel;after_1815;non_English;non_epistolary
Grand_Sarah_The-Beth-Book_1897;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Grand_Sarah_The-Heavenly-Twins_1893;female;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Griffith_Elizabeth_The-Delicate-Distress_1769;female;NA;novel;before_1815;non_English;epistolary
Haggard_H-Rider_Allan-Quartermain_1887;male;adventure;novel;after_1815;English;non_epistolary
Haggard_H-Rider_King-Solomons-Mines_1885;male;adventure;novel;after_1815;English;non_epistolary
Haggard_H-Rider_She_1886;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Hamilton_Elizabeth_The-Cottagers-of-Glenburnie_1808;female;NA;novel;before_1815;non_English;non_epistolary
Hardy_Thomas_An-Imaginative-Woman_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_A-Pair-of-Blue-Eyes_1873;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Hardy_Thomas_Desperate-Remedies_1871;male;sensational_gothic_mystery;novel;after_1815;English;non_epistolary
Hardy_Thomas_Far-from-the-Madding-Crowd_1874;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_Fellow-Townsmen_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_Interlopers-at-the-Knap_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_Jude-the-Obscure_1894;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_On-the-Western-Circuit_1894;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_Tess-of-the-dUrbervilles_1891;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Distracted-Preacher_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Mayor-of-Casterbridge_1886;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Return-of-the-Native_1878;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Three-Strangers_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Whithered-Arm_1888;male;NA;non_novel;after_1815;English;non_epistolary
Hardy_Thomas_The-Woodlanders_1886;male;NA;novel;after_1815;English;non_epistolary
Hardy_Thomas_Under-the-Greenwood_1872;male;NA;novel;after_1815;English;non_epistolary
Hays_Mary_Memoirs-of-Emma-Courtney_1796;female;life_writing;novel;before_1815;English;epistolary
Haywood_Eliza_Anti-Pamela_1741;female;picaresque_satire;novel;before_1815;English;non_epistolary
Haywood_Eliza_Fantomina_1725;female;NA;novel;before_1815;English;non_epistolary
Haywood_Eliza_Miss-Betsy-Thoughtless_1751;female;NA;novel;before_1815;English;non_epistolary
Haywood_Eliza_The-British-Recluse_1722;female;NA;novel;before_1815;English;non_epistolary
Hazlitt_William_Liber-Amoris_1823;male;NA;novel;after_1815;English;non_epistolary
Hogg_James_Private-Memoirs-and-Confessions-of-a-Justified-Sinner_1824;male;sensational_gothic_mystery;novel;after_1815;non_English;non_epistolary
Hogg_James_The-Three-Perils-of-Man_1822;male;NA;novel;after_1815;non_English;non_epistolary
Hogg_James_The-Brownie-of-Bodsbeck_1818;male;NA;non_novel;after_1815;non_English;non_epistolary
Holcroft_Thomas_Anna-St-Ives_1792;male;NA;novel;before_1815;English;epistolary
Holcroft_Thomas_The-Adventures-of-Hugh-Trevor_1794;male;NA;novel;before_1815;English;non_epistolary
Hughes_Thomas_Tom-Browns-Schooldays_1857;male;NA;novel;after_1815;English;non_epistolary
Hume_Fergus_The-Mystery-of-a-Hansom-Cab_1886;male;detective;novel;after_1815;English;non_epistolary
Inchbald_Elizabeth_A-Simple-Story_1791;female;NA;novel;before_1815;English;non_epistolary
Inchbald_Elizabeth_Nature-and-Art_1796;female;picaresque_satire;novel;before_1815;English;non_epistolary
Jacob_Violet_The-Sheep-Stealers_1902;female;NA;novel;after_1815;non_English;non_epistolary
James_Henry_The-Ambassadors_1903;male;NA;novel;after_1815;English;non_epistolary
James_Henry_The-Awkward-Age_1903;male;NA;novel;after_1815;English;non_epistolary
James_Henry_The-Bostonians_1886;male;NA;novel;after_1815;English;non_epistolary
James_Henry_The-Golden-Bowl_1904;male;NA;novel;after_1815;English;non_epistolary
James_Henry_The-Turn-of-the-Screw_1898;male;sensational_gothic_mystery;non_novel;after_1815;English;non_epistolary
James_Henry_The-Wings-of-a-Dove_1902;male;NA;novel;after_1815;English;non_epistolary
James_Henry_What-Maisie-Knew_1897;male;NA;novel;after_1815;English;non_epistolary
Johnson_Samuel_Rasselas_1759;male;NA;non_novel;before_1815;English;non_epistolary
Joyce_James_After-the-Race_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_A-Little-Cloud_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_An-Encounter_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Araby_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_The-Dead_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_The-Sisters_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_A-Mother_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_A-Painful-Case_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Clay_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Counterparts_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Eveline_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Grace_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Ivy-Day-in-the-Committee-Room_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_Two-Gallants_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Joyce_James_The-Boarding-House_1914;male;NA;non_novel;after_1815;non_English;non_epistolary
Kickham_Charles_Knockagow_1879;male;NA;novel;after_1815;non_English;non_epistolary
